Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoketest,Firefox 58.0,,2018-02-26 12:05:09,2018-02-26 12:09:44,"4m - 34,179s",FAILED
,,,,,,
Test Cases/EWS/Landingpage/Verify all Elements,Firefox 58.0,,2018-02-26 12:05:10,2018-02-26 12:05:26,"15,838s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 12:05:10,2018-02-26 12:05:19,"8,961s",PASSED
delay,Firefox 58.0,,2018-02-26 12:05:19,2018-02-26 12:05:25,"5,071s",PASSED
waitForElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,091s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,075s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,029s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,034s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,020s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,021s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,018s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,021s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,031s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,020s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,024s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,024s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,022s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,014s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,024s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 12:05:25,2018-02-26 12:05:25,"0,024s",PASSED
