Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoketest,Firefox 58.0,,2018-02-16 15:36:30,2018-02-16 15:38:04,"1m - 34,242s",PASSED
,,,,,,
Test Cases/Landingpage/Verify all Elements,Firefox 58.0,,2018-02-16 15:36:30,2018-02-16 15:36:42,"11,447s",PASSED
openBrowser,Firefox 58.0,,2018-02-16 15:36:31,2018-02-16 15:36:36,"5,136s",PASSED
delay,Firefox 58.0,,2018-02-16 15:36:36,2018-02-16 15:36:41,"5,040s",PASSED
waitForElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,047s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,032s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,027s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,018s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,027s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,014s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,018s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,019s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,014s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,012s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,019s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,021s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,017s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,014s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,018s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,034s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,030s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,038s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,015s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,015s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:41,"0,012s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:41,2018-02-16 15:36:42,"0,011s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:42,"0,017s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:42,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:42,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:42,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:42,"0,010s",PASSED
closeBrowser,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:42,"0,317s",PASSED
,,,,,,
Test Cases/Landingpage/Verify Searchbar,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:53,"11,444s",PASSED
openBrowser,Firefox 58.0,,2018-02-16 15:36:42,2018-02-16 15:36:47,"4,435s",PASSED
