Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Smoketest,Firefox 58.0,,2018-02-26 15:49:55,2018-02-26 15:53:54,"3m - 59,098s",PASSED
,,,,,,
Test Cases/EWS/Landingpage/Verify all Elements,Firefox 58.0,,2018-02-26 15:49:55,2018-02-26 15:50:09,"13,665s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 15:49:56,2018-02-26 15:50:01,"5,749s",PASSED
setViewPortSize,Firefox 58.0,,2018-02-26 15:50:01,2018-02-26 15:50:03,"2,050s",PASSED
delay,Firefox 58.0,,2018-02-26 15:50:03,2018-02-26 15:50:08,"5,015s",PASSED
waitForElementPresent,Firefox 58.0,,2018-02-26 15:50:08,2018-02-26 15:50:08,"0,038s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:08,2018-02-26 15:50:08,"0,022s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:08,2018-02-26 15:50:08,"0,012s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:08,2018-02-26 15:50:08,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,011s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,015s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,008s",PASSED
closeBrowser,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:09,"0,226s",PASSED
,,,,,,
Test Cases/EWS/Landingpage/Verify Searchbar,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:23,"13,615s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 15:50:09,2018-02-26 15:50:14,"4,722s",PASSED
setViewPortSize,Firefox 58.0,,2018-02-26 15:50:14,2018-02-26 15:50:16,"2,075s",PASSED
delay,Firefox 58.0,,2018-02-26 15:50:16,2018-02-26 15:50:21,"5,000s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,011s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,011s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,011s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,318s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,033s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,086s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,012s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:21,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:21,2018-02-26 15:50:22,"0,069s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,031s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,258s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,008s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,230s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,241s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:22,"0,006s",PASSED
closeBrowser,Firefox 58.0,,2018-02-26 15:50:22,2018-02-26 15:50:23,"0,222s",PASSED
,,,,,,
Test Cases/EWS/Landingpage/Start search from LP,Firefox 58.0,,2018-02-26 15:50:23,2018-02-26 15:50:46,"23,297s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 15:50:23,2018-02-26 15:50:29,"5,790s",PASSED
setViewPortSize,Firefox 58.0,,2018-02-26 15:50:29,2018-02-26 15:50:31,"2,065s",PASSED
delay,Firefox 58.0,,2018-02-26 15:50:31,2018-02-26 15:50:36,"5,000s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:36,2018-02-26 15:50:36,"0,294s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:36,2018-02-26 15:50:36,"0,286s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:36,2018-02-26 15:50:36,"0,284s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:36,2018-02-26 15:50:37,"0,276s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:37,2018-02-26 15:50:37,"0,235s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:37,2018-02-26 15:50:37,"0,233s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:37,2018-02-26 15:50:37,"0,288s",PASSED
setText,Firefox 58.0,,2018-02-26 15:50:37,2018-02-26 15:50:38,"0,053s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:38,2018-02-26 15:50:38,"0,265s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:38,2018-02-26 15:50:38,"0,237s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:38,2018-02-26 15:50:40,"2,179s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:40,2018-02-26 15:50:40,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:40,2018-02-26 15:50:40,"0,015s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:40,2018-02-26 15:50:40,"0,014s",PASSED
delay,Firefox 58.0,,2018-02-26 15:50:40,2018-02-26 15:50:45,"5,000s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:45,2018-02-26 15:50:45,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:45,2018-02-26 15:50:45,"0,015s",PASSED
click,Firefox 58.0,,2018-02-26 15:50:45,2018-02-26 15:50:46,"0,453s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:46,2018-02-26 15:50:46,"0,007s",PASSED
closeBrowser,Firefox 58.0,,2018-02-26 15:50:46,2018-02-26 15:50:46,"0,191s",PASSED
,,,,,,
Test Cases/EWS/Resultpage/Search Wizard _ perform and validate search,Firefox 58.0,,2018-02-26 15:50:46,2018-02-26 15:51:00,"13,782s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 15:50:46,2018-02-26 15:50:52,"5,684s",PASSED
setViewPortSize,Firefox 58.0,,2018-02-26 15:50:52,2018-02-26 15:50:54,"2,096s",PASSED
delay,Firefox 58.0,,2018-02-26 15:50:54,2018-02-26 15:50:59,"5,000s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,025s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,022s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,027s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,032s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,035s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,041s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,047s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,054s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,082s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:50:59,"0,286s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:50:59,2018-02-26 15:51:00,"0,066s",PASSED
closeBrowser,Firefox 58.0,,2018-02-26 15:51:00,2018-02-26 15:51:00,"0,201s",PASSED
,,,,,,
Test Cases/EWS/Resultpage/Search Wizard _ verify elements present,Firefox 58.0,,2018-02-26 15:51:00,2018-02-26 15:51:13,"13,355s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 15:51:00,2018-02-26 15:51:05,"5,644s",PASSED
setViewPortSize,Firefox 58.0,,2018-02-26 15:51:05,2018-02-26 15:51:08,"2,149s",PASSED
delay,Firefox 58.0,,2018-02-26 15:51:08,2018-02-26 15:51:13,"5,001s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,012s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,017s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,013s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,016s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,006s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,015s",PASSED
closeBrowser,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:13,"0,228s",PASSED
,,,,,,
Test Cases/EWS/Header/Check Elements in Header,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:28,"14,674s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 15:51:13,2018-02-26 15:51:19,"5,397s",PASSED
setViewPortSize,Firefox 58.0,,2018-02-26 15:51:19,2018-02-26 15:51:21,"2,088s",PASSED
delay,Firefox 58.0,,2018-02-26 15:51:21,2018-02-26 15:51:26,"5,002s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:26,2018-02-26 15:51:26,"0,011s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:26,2018-02-26 15:51:26,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:26,2018-02-26 15:51:26,"0,016s",PASSED
click,Firefox 58.0,,2018-02-26 15:51:26,2018-02-26 15:51:26,"0,521s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:26,2018-02-26 15:51:26,"0,040s",PASSED
click,Firefox 58.0,,2018-02-26 15:51:26,2018-02-26 15:51:27,"0,665s",PASSED
click,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:27,"0,389s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:27,"0,054s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:27,"0,026s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:27,"0,026s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:27,"0,029s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:27,"0,027s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:27,"0,027s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:27,2018-02-26 15:51:28,"0,029s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:28,2018-02-26 15:51:28,"0,030s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:28,2018-02-26 15:51:28,"0,011s",PASSED
closeBrowser,Firefox 58.0,,2018-02-26 15:51:28,2018-02-26 15:51:28,"0,187s",PASSED
,,,,,,
Test Cases/EWS/Detailpage/Verify elements on detailpage,Firefox 58.0,,2018-02-26 15:51:28,2018-02-26 15:51:44,"16,140s",PASSED
openBrowser,Firefox 58.0,,2018-02-26 15:51:28,2018-02-26 15:51:35,"6,983s",PASSED
setViewPortSize,Firefox 58.0,,2018-02-26 15:51:35,2018-02-26 15:51:37,"2,103s",PASSED
delay,Firefox 58.0,,2018-02-26 15:51:37,2018-02-26 15:51:39,"2,001s",PASSED
click,Firefox 58.0,,2018-02-26 15:51:39,2018-02-26 15:51:43,"3,967s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,010s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,011s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,012s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,011s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,008s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,136s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,040s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,007s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,009s",PASSED
verifyElementPresent,Firefox 58.0,,2018-02-26 15:51:43,2018-02-26 15:51:43,"0,007s",PASSED
